libqdox-java	1.12.1-4	install ok installed
librabbitmq4	0.15.0-1+deb13u2	install ok installed
librav1e0.7	0.7.1-9+b2	install ok installed
libreadline8t64	8.2-6	install ok installed
libreiserfscore0t64	1:3.6.27-9	install ok installed
librhash1	1.4.5-1	install ok installed
librist4	0.2.11+dfsg-1	install ok installed
librsvg2-2	2.60.0+dfsg-1	install ok installed
librsvg2-bin	2.60.0+dfsg-1	install ok installed
librtmp1	2.4+20151223.gitfa8646d.1-2+b5	install ok installed
librtmp-dev	2.4+20151223.gitfa8646d.1-2+b5	install ok installed
librubberband2	3.3.0+dfsg-2+b3	install ok installed
libsamplerate0	0.2.2-4+b2	install ok installed
libsasl2-2	2.1.28+dfsg1-9	install ok installed
libsasl2-modules-db	2.1.28+dfsg1-9	install ok installed
libseccomp2	2.6.0-2	install ok installed
libselinux1	3.8.1-1	install ok installed
libselinux1-dev	3.8.1-1	install ok installed
libsemanage2	3.8.1-1	install ok installed
libsemanage-common	3.8.1-1	install ok installed
libsensors5	1:3.6.2-2	install ok installed
libsensors-config	1:3.6.2-2	install ok installed
libsepol2	3.8.1-1	install ok installed
libsepol-dev	3.8.1-1	install ok installed
libserd-0-0	0.32.4-1	install ok installed
libservlet-api-java	4.0.1-2	install ok installed
libset-scalar-perl	1.29-3	install ok installed
libsframe1	2.44-3	install ok installed
libshairplay0	0.9.0~git20180824.096b61a+dfsg1-3+b2	install ok installed
libshairplay-dev	0.9.0~git20180824.096b61a+dfsg1-3+b2	install ok installed
libsharpyuv0	1.5.0-0.1	install ok installed
libshine3	3.1.1-2+b2	install ok installed
libsigsegv2	2.14-1+b2	install ok installed
libslang2	2.3.3-5+b2	install ok installed
libsm6	2:1.2.6-1	install ok installed
libsmartcols1	2.41.5-0+deb13u1	install ok installed
libsmbclient0	2:4.22.10+dfsg-0+deb13u2	install ok installed
libsmbclient-dev	2:4.22.10+dfsg-0+deb13u2	install ok installed
libsm-dev	2:1.2.6-1	install ok installed
libsnappy1v5	1.2.2-1	install ok installed
libsndfile1	1.2.2-2+deb13u1	install ok installed
libsndio7.0	1.10.0-0.1	install ok installed
libsndio-dev	1.10.0-0.1	install ok installed
libsodium23	1.0.18-1+deb13u1	install ok installed
libsord-0-0	0.16.18-1	install ok installed
libsoxr0	0.1.3-4+b2	install ok installed
libspa-0.2-dev	1.4.2-1	install ok installed
libspa-0.2-modules	1.4.2-1	install ok installed
libspdlog1.15	1:1.15.2+ds-2	install ok installed
libspdlog-dev	1:1.15.2+ds-2	install ok installed
libspeex1	1.2.1-3	install ok installed
libsphinxbase3t64	0.8+5prealpha+1-21+b1	install ok installed
libspiro1	1:20240903-1	install ok installed
libsqlite3-0	3.46.1-7+deb13u1	install ok installed
libsqlite3-dev	3.46.1-7+deb13u1	install ok installed
libsratom-0-0	0.6.18-1	install ok installed
libsrt1.5-gnutls	1.5.4-1+deb13u1	install ok installed
libsrt1.5-openssl	1.5.4-1+deb13u1	install ok installed
libsrt-openssl-dev	1.5.4-1+deb13u1	install ok installed
libss2	1.47.2-3+b11	install ok installed
libssh2-1-dev	1.11.1-1+deb13u1	install ok installed
libssh2-1t64	1.11.1-1+deb13u1	install ok installed
libssh-4	0.11.5-0+deb13u1	install ok installed
libssl3t64	3.5.7-1~deb13u2	install ok installed
libssl-dev	3.5.7-1~deb13u2	install ok installed
libstdc++-14-dev	14.2.0-19	install ok installed
libstdc++6	14.2.0-19	install ok installed
libsvtav1enc2	2.3.0+dfsg-1	install ok installed
libswresample5	7:7.1.5-0+deb13u1	install ok installed
libswresample-dev	7:7.1.5-0+deb13u1	install ok installed
libswscale8	7:7.1.5-0+deb13u1	install ok installed
libswscale-dev	7:7.1.5-0+deb13u1	install ok installed
libsysprof-capture-4-dev	48.0-2	install ok installed
libsystemd0	257.13-1~deb13u1	install ok installed
libsystemd-dev	257.13-1~deb13u1	install ok installed
libsystemd-shared	257.13-1~deb13u1	install ok installed
libtag1-dev	2.0.2-2	install ok installed
libtag2	2.0.2-2	install ok installed
libtag-c2	2.0.2-2	install ok installed
libtag-c-dev	2.0.2-2	install ok installed
libtag-dev	2.0.2-2	install ok installed
libtalloc2	2:2.4.3+samba4.22.10+dfsg-0+deb13u2	install ok installed
libtasn1-6	4.20.0-2+deb13u1	install ok installed
libtasn1-6-dev	4.20.0-2+deb13u1	install ok installed
libtcl8.6	8.6.16+dfsg-1	install ok installed
libtdb1	2:1.4.13+samba4.22.10+dfsg-0+deb13u2	install ok installed
libtevent0t64	2:0.16.2+samba4.22.10+dfsg-0+deb13u2	install ok installed
libtext-charwidth-perl	0.04-11+b4	install ok installed
libtext-iconv-perl	1.7-8+b4	install ok installed
libtext-wrapi18n-perl	0.06-10	install ok installed
libthai0	0.1.29-2+b1	install ok installed
libthai-data	0.1.29-2	install ok installed
libtheoradec1	1.2.0~alpha1+dfsg-6	install ok installed
libtheoraenc1	1.2.0~alpha1+dfsg-6	install ok installed
libtiff6	4.7.0-3+deb13u3	install ok installed
libtinfo6	6.5+20250216-2	install ok installed
libtinyxml2-11	11.0.0+dfsg-1+b1	install ok installed
libtinyxml2.6.2v5	2.6.2-7	install ok installed
libtinyxml2-dev	11.0.0+dfsg-1+b1	install ok installed
libtinyxml-dev	2.6.2-7	install ok installed
libtirpc3t64	1.3.6+ds-1	install ok installed
libtirpc-common	1.3.6+ds-1	install ok installed
libtool	2.5.4-4	install ok installed
libtsan2	14.2.0-19	install ok installed
libtwolame0	0.4.0-2+b2	install ok installed
libubsan1	14.2.0-19	install ok installed
libuchardet0	0.0.8-1+b2	install ok installed
libudev1	257.13-1~deb13u1	install ok installed
libudev-dev	257.13-1~deb13u1	install ok installed
libudfread0	1.1.2-1+b2	install ok installed
libudfread-dev	1.1.2-1+b2	install ok installed
libunbound8	1.22.0-2+deb13u3	install ok installed
libunibreak6	6.1-3	install ok installed
libunibreak-dev	6.1-3	install ok installed
libunistring5	1.3-2	install ok installed
libusb-0.1-4	2:0.1.12-35+b1	install ok installed
libusb-1.0-0	2:1.0.28-1	install ok installed
libuuid1	2.41.5-0+deb13u1	install ok installed
libuv1t64	1.50.0-2	install ok installed
libv4l-0t64	1.30.1-1	install ok installed
libv4l2rds0t64	1.30.1-1	install ok installed
libv4lconvert0t64	1.30.1-1	install ok installed
libva2	2.22.0-3	install ok installed
libva-dev	2.22.0-3	install ok installed
libva-drm2	2.22.0-3	install ok installed
libva-glx2	2.22.0-3	install ok installed
libva-wayland2	2.22.0-3	install ok installed
libva-x11-2	2.22.0-3	install ok installed
libvdpau1	1.5-3+b1	install ok installed
libvdpau-dev	1.5-3+b1	install ok installed
libvidstab1.1	1.1.0-2+b2	install ok installed
libvorbis0a	1.3.7-3	install ok installed
libvorbisenc2	1.3.7-3	install ok installed
libvorbisfile3	1.3.7-3	install ok installed
libvpx9	1.15.0-2.1+deb13u1	install ok installed
libvulkan1	1.4.309.0-1	install ok installed
libwacom9	2.14.0-1	install ok installed
libwacom-common	2.14.0-1	install ok installed
libwacom-dev	2.14.0-1	install ok installed
libwayland-bin	1.23.1-3	install ok installed
libwayland-client0	1.23.1-3	install ok installed
libwayland-client++1	1.0.0-6+b2	install ok installed
libwayland-client-extra++1	1.0.0-6+b2	install ok installed
libwayland-cursor0	1.23.1-3	install ok installed
libwayland-cursor++1	1.0.0-6+b2	install ok installed
libwayland-dev	1.23.1-3	install ok installed
libwayland-egl++1	1.0.0-6+b2	install ok installed
libwayland-egl1	1.23.1-3	install ok installed
libwayland-server0	1.23.1-3	install ok installed
libwayland-server++1	1.0.0-6+b2	install ok installed
libwbclient0	2:4.22.10+dfsg-0+deb13u2	install ok installed
libwebp7	1.5.0-0.1	install ok installed
libwebpmux3	1.5.0-0.1	install ok installed
libwebrtc-audio-processing-1-3	1.3-3+b1	install ok installed
libwoff1	1.0.2-2+b2	install ok installed
libwrap0	7.6.q-36	install ok installed
libwtmpdb0	0.73.0-3+deb13u1	install ok installed
libx11-6	2:1.8.12-1	install ok installed
libx11-data	2:1.8.12-1	install ok installed
libx11-dev	2:1.8.12-1	install ok installed
libx11-xcb1	2:1.8.12-1	install ok installed
libx264-164	2:0.164.3108+git31e19f9-2+b1	install ok installed
libx265-215	4.1-2	install ok installed
libxapian30	1.4.29-3	install ok installed
libxau6	1:1.0.11-1	install ok installed
libxau-dev	1:1.0.11-1	install ok installed
libxcb1	1.17.0-2+b1	install ok installed
libxcb1-dev	1.17.0-2+b1	install ok installed
libxcb-dri3-0	1.17.0-2+b1	install ok installed
libxcb-glx0	1.17.0-2+b1	install ok installed
libxcb-present0	1.17.0-2+b1	install ok installed
libxcb-randr0	1.17.0-2+b1	install ok installed
libxcb-render0	1.17.0-2+b1	install ok installed
libxcb-shm0	1.17.0-2+b1	install ok installed
libxcb-sync1	1.17.0-2+b1	install ok installed
libxcb-xfixes0	1.17.0-2+b1	install ok installed
libxcb-xkb1	1.17.0-2+b1	install ok installed
libxcomposite1	1:0.4.6-1	install ok installed
libxcursor1	1:1.2.3-1	install ok installed
libxdamage1	1:1.1.6-1+b2	install ok installed
libxdmcp6	1:1.1.5-1	install ok installed
libxdmcp-dev	1:1.1.5-1	install ok installed
libxext6	2:1.3.4-1+b3	install ok installed
libxext-dev	2:1.3.4-1+b3	install ok installed
libxfixes3	1:6.0.0-2+b4	install ok installed
libxi6	2:1.8.2-1	install ok installed
libxinerama1	2:1.1.4-3+b4	install ok installed
libxkbcommon0	1.7.0-2	install ok installed
libxkbcommon-dev	1.7.0-2	install ok installed
libxkbcommon-x11-0	1.7.0-2	install ok installed
libxml2	2.12.7+dfsg+really2.9.14-2.1+deb13u3	install ok installed
libxml2-dev	2.12.7+dfsg+really2.9.14-2.1+deb13u3	install ok installed
libxpp3-java	1.1.4c-4	install ok installed
libxrandr2	2:1.5.4-1+b3	install ok installed
libxrandr-dev	2:1.5.4-1+b3	install ok installed
libxrender1	1:0.9.12-1	install ok installed
libxrender-dev	1:0.9.12-1	install ok installed
libxshmfence1	1.3.3-1	install ok installed
libxslt1.1	1.1.35-1.2+deb13u3	install ok installed
libxslt1-dev	1.1.35-1.2+deb13u3	install ok installed
libxstream-java	1.4.21-1	install ok installed
libxt6t64	1:1.2.1-1.2+b2	install ok installed
libxtables12	1.8.11-2	install ok installed
libxt-dev	1:1.2.1-1.2+b2	install ok installed
libxtst6	2:1.2.5-1	install ok installed
libxvidcore4	2:1.3.7-1+b2	install ok installed
libxxf86vm1	1:1.1.4-1+b4	install ok installed
libxxhash0	0.8.3-2	install ok installed
libyaml-0-2	0.2.5-2	install ok installed
libz3-4	4.13.3-1	install ok installed
libzimg2	3.0.5+ds1-1+b2	install ok installed
libzix-0-0	0.6.2-1	install ok installed
libzmq5	4.3.5-1+b3	install ok installed
libzstd1	1.5.7+dfsg-1	install ok installed
libzstd-dev	1.5.7+dfsg-1	install ok installed
libzvbi0t64	0.2.44-1	install ok installed
libzvbi-common	0.2.44-1	install ok installed
linux-base	4.12.1	install ok installed
linux-dtb-vendor-rk35xx	26.11.0-trunk.35	install ok installed
linux-headers-vendor-rk35xx	26.11.0-trunk.35	install ok installed
linux-image-vendor-rk35xx	26.11.0-trunk.35	install ok installed
linux-libc-dev	6.12.107-1	install ok installed
linux-u-boot-orangepi5-ultra-vendor	26.11.0-trunk.35	install ok installed
lm-sensors	1:3.6.2-2	install ok installed
locales	2.41-12+deb13u3	install ok installed
login	1:4.16.0-2+really2.41.5-0+deb13u1	install ok installed
login.defs	1:4.17.4-2	install ok installed
logrotate	3.22.0-1+b2	install ok installed
logsave	1.47.2-3+b11	install ok installed
lsb-release	12.1-1	install ok installed
lsof	4.99.4+dfsg-2	install ok installed
m4	1.4.19-8	install ok installed
make	4.4.1-2	install ok installed
man-db	2.13.1-1	install ok installed
mariadb-common	1:11.8.6-0+deb13u1	install ok installed
mawk	1.3.4.20250131-1	install ok installed
media-types	13.0.0	install ok installed
mesa-libgallium	25.0.7-2+deb13u1	install ok installed
mesa-utils-bin	9.0.0-2+b2	install ok installed
meson	1.7.0-1	install ok installed
mmc-utils	0+git20240329.f757f413-1+b1	install ok installed
mount	2.41.5-0+deb13u1	install ok installed
mtd-utils	1:2.3.0-1	install ok installed
mysql-common	5.8+1.1.1	install ok installed
nano	8.4-1+deb13u1	install ok installed
nasm	2.16.03-1	install ok installed
native-architecture	0.2.6	install ok installed
ncurses-base	6.5+20250216-2	install ok installed
ncurses-bin	6.5+20250216-2	install ok installed
ncurses-term	6.5+20250216-2	install ok installed
netbase	6.5	install ok installed
netplan-generator	1.1.2-7	install ok installed
netplan.io	1.1.2-7	install ok installed
nettle-dev	3.10.1-1	install ok installed
ninja-build	1.12.1-1+b1	install ok installed
nlohmann-json3-dev	3.11.3-2.1	install ok installed
ntfs-3g	1:2022.10.3-5+deb13u2	install ok installed
ocl-icd-libopencl1	2.3.3-1	install ok installed
openjdk-21-jre	21.0.12.1+1-1~deb13u1	install ok installed
openjdk-21-jre-headless	21.0.12.1+1-1~deb13u1	install ok installed
openssh-client	1:10.0p1-7+deb13u4	install ok installed
openssh-server	1:10.0p1-7+deb13u4	install ok installed
openssh-sftp-server	1:10.0p1-7+deb13u4	install ok installed
openssl	3.5.7-1~deb13u2	install ok installed
openssl-provider-legacy	3.5.7-1~deb13u2	install ok installed
pahole	1.30-1	install ok installed
parted	3.6-5	install ok installed
passwd	1:4.17.4-2	install ok installed
patch	2.8-2	install ok installed
pci.ids	0.0~2025.06.09-1	install ok installed
pciutils	1:3.13.0-2	install ok installed
perl	5.40.1-6	install ok installed
perl-base	5.40.1-6	install ok installed
perl-modules-5.40	5.40.1-6	install ok installed
pkgconf	1.8.1-4	install ok installed
pkgconf-bin	1.8.1-4	install ok installed
pkg-config	1.8.1-4	install ok installed
po-debconf	1.0.21+nmu1	install ok installed
procps	2:4.0.4-9	install ok installed
psmisc	23.7-2	install ok installed
pv	1.9.31-1	install ok installed
python3.13	3.13.5-2+deb13u4	install ok installed
python3.13-dev	3.13.5-2+deb13u4	install ok installed
python3.13-minimal	3.13.5-2+deb13u4	install ok installed
python3	3.13.5-1	install ok installed
python3-autocommand	2.2.2-3	install ok installed
python3-cffi-backend	1.17.1-3	install ok installed
python3-dev	3.13.5-1	install ok installed
python3-inflect	7.3.1-2	install ok installed
python3-jaraco.context	6.0.1-1+deb13u1	install ok installed
python3-jaraco.functools	4.1.0-1	install ok installed
python3-jaraco.text	4.0.0-1	install ok installed
python3-minimal	3.13.5-1	install ok installed
python3-more-itertools	10.7.0-1	install ok installed
python3-netplan	1.1.2-7	install ok installed
python3-packaging	25.0-1	install ok installed
python3-pkg-resources	78.1.1-0.1	install ok installed
python3-setuptools	78.1.1-0.1	install ok installed
python3-typeguard	4.4.2-1	install ok installed
python3-typing-extensions	4.13.2-1	install ok installed
python3-yaml	6.0.2-1+b2	install ok installed
python3-zipp	3.21.0-1	install ok installed
rapidjson-dev	1.1.0+dfsg2-7.4	install ok installed
readline-common	8.2-6	install ok installed
rpcsvc-proto	1.4.3-1+b1	install ok installed
rsync	3.4.1+ds1-5+deb13u4	install ok installed
rsyslog	8.2504.0-1	install ok installed
runit-helper	2.16.4	install ok installed
samba-libs	2:4.22.10+dfsg-0+deb13u2	install ok installed
sed	4.9-2+deb13u1	install ok installed
sensible-utils	0.0.25	install ok installed
sgml-base	1.31+nmu1	install ok installed
shared-mime-info	2.4-5+b2	install ok installed
sqv	1.3.0-3+b2	install ok installed
sudo	1.9.16p2-3+deb13u2	install ok installed
swig	4.3.0-1	install ok installed
systemd	257.13-1~deb13u1	install ok installed
systemd-resolved	257.13-1~deb13u1	install ok installed
systemd-sysv	257.13-1~deb13u1	install ok installed
systemd-timesyncd	257.13-1~deb13u1	install ok installed
sysvinit-utils	3.14-4	install ok installed
tar	1.35+dfsg-3.1	install ok installed
tcl8.6	8.6.16+dfsg-1	install ok installed
tcl-expect	5.45.4-4	install ok installed
toilet	0.3-3	install ok installed
toilet-fonts	0.3-3	install ok installed
tree	2.2.1-1	install ok installed
tzdata	2026b-0+deb13u1	install ok installed
u-boot-tools	2025.01-3	install ok installed
ucf	3.0052	install ok installed
udev	257.13-1~deb13u1	install ok installed
unzip	6.0-29+deb13u1	install ok installed
usbutils	1:018-2	install ok installed
util-linux	2.41.5-0+deb13u1	install ok installed
uuid-dev	2.41.5-0+deb13u1	install ok installed
v4l2loopback-dkms	0.15.0-2	install ok installed
v4l2loopback-utils	0.15.0-2	install ok installed
v4l-utils	1.30.1-1	install ok installed
vim	2:9.1.1230-2	install ok installed
vim-common	2:9.1.1230-2	install ok installed
vim-runtime	2:9.1.1230-2	install ok installed
waylandpp-dev	1.0.0-6+b2	install ok installed
wayland-protocols	1.44-1	install ok installed
wayland-scanner++	1.0.0-6+b2	install ok installed
wget	1.25.0-2	install ok installed
whiptail	0.52.25-1	install ok installed
wireguard-tools	1.0.20210914-3	install ok installed
wireless-regdb	2026.05.30-1~deb13u1	install ok installed
wpasupplicant	2:2.10-24	install ok installed
x11-common	1:7.7+24+deb13u1	install ok installed
x11proto-dev	2024.1-1	install ok installed
xkb-data	2.42-1	install ok installed
xml-core	0.19	install ok installed
xorg-sgml-doctools	1:1.11-1.1	install ok installed
xtrans-dev	1.4.0-1	install ok installed
xz-utils	5.8.1-1+deb13u1	install ok installed
zip	3.0-15+deb13u1	install ok installed
zlib1g	1:1.3.dfsg+really1.3.1-1+b1	install ok installed
zlib1g-dev	1:1.3.dfsg+really1.3.1-1+b1	install ok installed
